High-Waisted Shirt	The high-waisted pants look, with a dyeable bottom.	Yes (bottom)		Basic Fertilizer Basic Retaining Soil Deluxe Fertilizer Deluxe Retaining Soil Hyper Speed-Gro Speed-Gro Tree Fertilizer									0	
High-Waisted Shirt	The high-waisted jeans look, with a dyeable top.	Yes (top)		Deluxe Speed-Gro Quality Fertilizer Quality Retaining Soil									0	
Holiday Shirt	Celebrate the Feast of the Winter Star.	No		Pumpkin Pie	(Winter:Popularity, 10 immunity)			Jolly					1	
Hot Pink Shirt	A silky shirt in tropical pink.	No		Poi				Slayyyy					0	
Iridium Breastplate	Decorative armor made from pure iridium.	No		Iridium Bar	5 defense, protective ring, (While holding holy blade: 50 vampirism, (On marlon talk: 75 friendship))			Ruler of Infinity					1	
Iridium Energy Shirt	Show off your iridium energy.	No		Iridium Ore	15 second still 40 stamina regen								1	
Island Bikini	A Fern Islands classic.	Yes	Sleeveless.	Golden Coconut	1 speed, -8 defense, Lewis disapproves (Island: 1.51 Popularity)								1	
Jester Shirt	Put your inner clown on display.	No		Pyrite	1.17 Popularity			Clown Around					1	
Jewelry Shirt	A shirt with a simple golden chain.	No		Elvish Jewelry	(On dwarf talk: 150 gold), 1.17 Popularity			Diggy Diggy					1	
Kelp Shirt	It looks like you just washed up on the beach. Smells like it, too.	No	Sleeveless	Seaweed									0	
Leafy Top	Real leaves adorn this garment.	No		Jagoite	Sapping 7			One With Nature					1	
Letterman Jacket	A jacket that's oozing with team spirit.	Yes (red portion only)		Energy Tonic	Bombey 10, 30 maxenergy								1	
Light Blue Shirt	A light blue shirt.	No	Can be chosen at character creation	Mayonnaise									0	
Light Blue Striped Shirt	A light blue shirt with a white stripe.	No	Can be chosen at character creation	Rice Pudding	Bait Production(10)								1	
Lime Green Striped Shirt	A lime green shirt with white stripes.	No	Can be chosen at character creation	Duck Feather									0	
Lime Green Tunic	A bright green tunic with a belt.	No	Can be chosen at character creation	Leek	2 defense			Why Go Alone?					1	
Magenta Shirt	This particular shade is unique to the magma cap mushroom.	No		Magma Cap									0	
Magic Sprinkle Shirt	A shirt with prismatic sprinkles.	No	Prismatic version of the Polka Dot Shirt	Magic Rock Candy									0	
Mayoral Suspenders	A pair of suspenders that looks awfully familiar...	No	Can be chosen at character creation	Vegetable Medley	1.17 Popularity (On lewis talk: 50 stamina)								1	
Midnight Dog Jacket	It's dyed a deep midnight blue from squid ink.	No		Squid Ink	1% Owl Event Chance, 1% Strange Event Chance								1	
Mineral Dog Jacket	It's infused with trace minerals from the ocean.	No		Seafoam Pudding	6% Meteorite Chance								1	
Mint Blouse	A cute, light green blouse.	No	Can be chosen at character creation	Dandelion									0	
Morel Shirt	This shirt features the iconic spring mushroom.	No		Morel	Professional Forager								1	
Navy Tuxedo	An elegant top for formal events.	No		The Zuzu City Express	1.17 Popularity, 1.5x Attack, 1.5x Crit chance, 2x Weapon Speed, Parry Boost, Mercenery (Clear day: 1 speed)			Street Smart					1	
Neat Bow Shirt	A neat button down shirt with a prominent bow tie.	No	Can be chosen at character creation										0	
Neat Bow Shirt	A neat button down shirt with a prominent bow tie.	Yes (bow tie)	Only obtainable as a random cosmetic item		1 speed, 35 health, 35 energy, 70 weapon speed, Parry boost								1	
Necklace Shirt	A shirt with a gold necklace.	Yes		Refined Quartz									0	
Night Sky Shirt	A shirt that reminds you of the night sky.	No	Can be chosen at character creation	Blueberry Tart									0	
Oasis Gown	The jewel of the desert.	No	Sleeveless	Tom Kha Soup	25% sandy discount, (On Sandy Talk: 200 health)								1	
Ocean Shirt	The shirt looks like underwater ripples.	No		Ocean Stone	10% willy								1	
Officer Uniform	The classic uniform for an officer of the law.	No		Glass Shards									0	
Oil Stained Shirt	It's already stained with oil for that greasy look.	No	Sleeveless	Oil									0	
Omni Shirt	It's speckled with rainbow flecks!	No		Omni Geode	(On Clint talk: 60 friendship)								1	
Orange Bow Shirt	A striped orange shirt with a big white bow.	No		Winter Root									0	
Orange Gi	A loose garment typically worn by martial artists.	Yes (blue portion only)	Sleeveless	Vinegar	2 defense, 3 attack								1	
Orange Shirt	An orange shirt.	No	Can be chosen at character creation	Chanterelle									0	
Pendant Shirt	A shirt with a big pendant.	Yes		Stone Owl	(Weapon Hammer: 6 attack, 10x knockback, Bombey, 2.25x attack multiplier, 0x weapon speed, -2 speed)								1	
Pink Striped Shirt	A pink shirt with stripes.	No	Can be chosen at character creation	Bug Meat									0	
Plain Overalls	Classic overalls with a shirt that can be dyed.	Yes (shirt)		Egg									0	
Plain Shirt	A simple shirt.	No	Can be chosen at character creation	Wool									0	
Polka Dot Shirt	A dark shirt with dyeable polka dots.	Yes		Roe (any) Void Mayonnaise									0	
Pour-Over Shirt	A familiar zig-zag pattern adorns this shirt. Ahhh... that smell.	No		Coffee Triple Shot Espresso									0	
Prismatic Shirt	It's shimmering with prismatic energy.	No	Prismatic (rectangle on front)	Prismatic Shard	55 health, 3 rainbow glow								1	
Prismatic Shirt (black sleeves)	It's shimmering with prismatic energy. Has dark sleeves.	No	Prismatic	Prismatic Shard	Autorevive, -10 defense, 3 rainbow glow			Prismatic					1	
Prismatic Shirt (white sleeves)	It's shimmering with prismatic energy. Has white sleeves.	No	Prismatic	Prismatic Shard	55 energy, 3 rainbow glow								1	
Purple Blouse	A stunning purple blouse.	No		Iridium Krobus	(Weapon Melee Sword: 3.5x crit chance, depth scaling stats x 2)								1	
Rain Coat	The classic yellow rain coat.	No		Crayfish Periwinkle Snail	(Wet Weather: 10 defense, 10 immunity)								1	
Ranger Uniform	The classic uniform for a park ranger.	No		Trout Soup	1.3x foraging xp								1	
Red Buttoned Vest	It's a red shirt with dyeable sleeves.	Yes (sleeves only)	Only obtainable as a random cosmetic item		4 defense, Vampirism 6, soul sapping 15								1	
Red Flannel Shirt	A flannel shirt with a red and blue pattern.	No		Hashbrowns									0	
Red Hoodie	A sporty red pullover with a hood.	No		Magma Geode									0	
Red Striped Shirt	A red shirt with white stripes.	No	Can be chosen at character creation	Cranberry Candy									0	
Red Tuxedo	An elegant top for formal events.	No		Red Plate	Vampirism 6, soul sapping 15, 8 attack, -12 defense, 1.17 popularity			Decorated Past					1	
Regal Mantle	A regal purple garment.	No		Ancient Drum	1 luck, yoba ring, 10% pierre discount			Vigil Ascension					1	
Relic Shirt	I found a golden relic and I've got the shirt to prove it!	No		Golden Relic	Fear, 14 attack			Miderian Finale					1	
Retro Rainbow Shirt	A simple shirt with a faded rainbow pattern.	No	Can be chosen at character creation	Ice Cream									0	
Rusty Shirt	It's made to look like the shirt is full of rust.	No		Rusty Spoon									0	
Sailor Shirt	Reminds you of the open sea.	No	Can be chosen at character creation		Fish pond commitment								1	
Sauce-Stained Shirt	It's already covered in spaghetti sauce so you don't have to feel guilty about it!	No		Spaghetti	Lewis dissaproves								1	
Shirt And Belt	A plain shirt with a brown belt.	Yes		Carrot Cauliflower Garlic Green Bean Hops Kale Parsnip Potato Taro Root Tea Leaves Unmilled Rice	Oil of Garlic, -3 speed								1	
Shirt And Tie	A white dress shirt and a tie.	Yes (necktie)		Bruschetta									0	
Shirt O' The Sea	It smells like the brine of the sea.	No		Dish O' The Sea	(ocean: 5 fishing, 1.5x fishing xp)			Siren					1	
Shirt with Bow	This shirt comes with a little bow around the neck.	Yes		Orpiment									0	
Short Jacket	A short dyeable jacket over a shirt.	Yes (jacket)		Plum Pudding									0	
Shrimp Enthusiast Shirt	For those whose appetites demand a steady supply of shrimp.	No		Shrimp Cocktail	Bait Produce(2)								1	
Silky Shirt	It's made from a smooth silky substance.	Yes (blue portion only)		Radish Salad	20% dodge chance, 6 immunity								1	
Skeleton Shirt	A shirt with a skeletal rib cage printed on it.	No	Can be chosen at character creation. Can be dropped by Haunted Skulls.	Bone Fragment Fossilized Leg Fossilized Ribs Fossilized Skull Fossilized Spine Fossilized Tail Mummified Bat Mummified Frog Prehistoric Rib Prehistoric Scapula Prehistoric Vertebra Skeletal Hand Skeletal Tail Snake Skull Snake Vertebrae	Mercenery			Spook					1	
Skull Shirt	A shirt with a menacing skull printed on it.	No	Can be chosen at character creation. Can be dropped by Haunted Skulls.	Prehistoric Skull	Depth Scaling Stats			Spook					1	
Shirt	A wearable shirt. (Looks like a dino)	No		Emerald				Eonic Tribute					0	
Sleeveless Overalls	Classic overalls with a sleeveless shirt that can be dyed.	Yes (shirt)	Sleeveless	Large Milk									0	
Slime Shirt	A shirt that looks like a big slime.	No		Petrified Slime	Slime Charmer Ring, 2 green glow			Wild					1	
Soft Arrow Shirt	A soft-colored shirt with an upward arrow pattern.	No		Arrowhead	4 combat, 5 ranged power								1	
Sports Shirt	Knock it out of the park with this classic look.	Yes (sleeves only)		Juice (any)									0	
Spring Shirt	It's light, it's fresh, and it features the colors of spring.	No		Rhubarb Pie	BeeKeeper, (Sunny: 1 speed)(Spring:1 speed)								1	
Star Shirt	The star is supposed to glow in the dark, but it doesn't.	Yes (star)		Star Shards	7 glowing								1	
Steel Breastplate	Decorative armor made from steel.	No		Iron Bar	2 defense, protective ring								1	
Store Owner's Jacket	A jacket that looks like it'd be worn by a small town merchant.	No	Can be chosen at character creation	Fried Calamari	10% Pierre discount								1	
Strapped Top	A top with a thin strap.	Yes	Sleeveless	Coral Nautilus Shell Sea Urchin									0	
Striped Shirt	It's a shirt with faint stripes on it.	Yes		Corn									0	
Studded Vest	A black vest studded with metal spikes.	No	Sleeveless	Obsidian	Spikey(10), 2 attack								1	
Sugar Shirt	It's bursting with 'sweet energy'.	No		Sugar									0	
Suit Top	A formal top for fancy events and celebrations.	No	Can be chosen at character creation	Bouquet	(wedding: 1.17 popularity, 4 speed, 6 luck)								1	
Sunset Shirt	A shirt inspired by the most evocative time of day.	No		Glazed Yams	(4pm to 8pm: 1 speed, 7 defense)								1	
Emily's Magic Shirt	Made with love by Emily. Colored with all-natural dye!	No		Emily 14 heart event				Truly Magic					0	
Tan Striped Shirt	A tan shirt with a white stripe going through the middle of it.	No	Can be chosen at character creation	Sap									0	
Tank Top	A sleeveless shirt.	Yes	Sleeveless	Radish Red Cabbage Summer Squash									0	
Tea Shirt	A shirt inspired by the popular beverage.	No		Green Tea	1.17 Popularity								1	
Toasted Shirt	It looks lightly toasted.	No		Cheese Cauliflower									0	
Toga Shirt	It's an old design, but the airflow is really nice!	No	Sleeveless	Marble									0	
Tomato Shirt	A shirt that answers the big question: 'Tomatoes are'... (but the rest is smudged).	No	Sleeveless	Tomato	1.4x farming xp								1	
Tortilla Shirt	A shirt that looks like the surface of a tortilla.	No		Tortilla									0	
Track Jacket	A light jacket made from elastic material.	No		Pancakes	2 speed, -50 MaxHealth, 30 max energy, 1 still stamina regen 								1	
Trash Can Shirt	You're wearing a trash can.	No	Sleeveless	Broken CD Broken Glasses Driftwood Soggy Newspaper Trash (item)	Recyler, 4 defense			Hidden Treasure					1	
Trinket Shirt	A shirt with large colored glass orbs attached to it.	No		Artifact Trove									0	
Tropical Sunrise Shirt	This shirt smells like coconut.	No		Tropical Curry	(6am-11am: oil of garlic, 1 speed), (while on island: 1 speed, ores from rocks)								1	
Tube Top	A strapless top that wraps around the body.	Yes	Sleeveless	Sea Cucumber Super Cucumber									0	
Tunnelers Jersey	It's a jersey for the Zuzu City Tunnelers.	No		Pepper Poppers									0	
Turtleneck Sweater	Keep that neck piping hot.	Yes		Copper Ore Gold Ore Iron Ore Radioactive Ore									0	
Tie Dye Shirt	A shirt that was tied up and then dipped into multiple colored dyes.	No	Only obtainable as a random cosmetic item		5x weapon speed, Parry Boost, 1 health regen, 1 stamina regen								1	
Vacation Shirt	It's a tourist shirt from the Fern Islands.	No		Coconut									0	
Vintage Polo	It's faded from age and smells like old closet.	No		Hematite	25 friendship on george/evelyn talk								1	
Warm Flannel Shirt	A flannel shirt with a warm brown and rose color.	No		Wheat Flour									0	
White Dot Shirt	A dyeable shirt with white polka dots.	Yes		Poppyseed Muffin									0	
White Gi	A loose garment typically worn by martial artists.	No		Pale Broth	2 defense, 3 attack, 1.5x crit chance								1	
White Overalls	A nice clean variant of the classic farmer look.	No		Rice	Autopet all, loving rancher								1	
White Overalls Shirt	Classic overalls with a white shirt and belt.	No	Can be chosen at character creation	Milk	Autopet all, loving rancher								1	
Work Shirt	For long days in the fields.	No	Can be chosen at character creation	Stone									0	
Wumbus Shirt	A shirt featuring a strange green guy.	No		Strange Doll (green)	(Green rain: 6 speed and 5x crit chance)								1	
Yellow and Green Shirt	A yellow shirt with a green stripe.	No	Can be chosen at character creation	Omelet									0	
Yellow Suit	It's a bold statement to wear this suit.	No		Mango Sticky Rice	10% discount at most stores								1	
Yoba Shirt	A shirt featuring a prominent 'sign of the vessel'.	No		Pyramid Decal	Yoba ring, auto revive			Vigil Ascension					1	
Surveyer Shirt	Exclusive to Nature In The Valley	No			2 foraging, professional forager, 1 speed									
														
														117
Name	Description	Dyeable	Recipe (Cloth + )	At Start?	Tier	Effect		Set Bonus						
Farmer Pants	Comfortable and durable for long hours in the field.	Yes	Cranberries, Pineapple, Powdermelon, Strawberry, Wild Plum	Yes	1	1 farming, 1.15x farming xp		Prairie Friend					1	
Shorts	Perfect for a hot summer's day... your legs will thank you.	Yes	Blueberry, Grape, Hot, Pepper, Melon	Yes	1	1 foraging, 1.15x foraging xp							1	
Long Dress	A long, flowy dress.	Yes	Fairy Rose, Sunflower	Yes	1	1 mining, 1.15x mining xp							1	
Skirt	A cute skirt.	Yes	Blue Jazz Tulip	Yes	1	1 fishing, 1.15x fishing xp							1	
Pleated Skirt	A cute pleated skirt.	Yes	Poppy, Summer, Spangle	No	2	-1 defense, 1 speed		Why Go Alone?					1	
Dinosaur Pants	These pants were thought to have gone extinct a long time ago!	No	Dinosaur Mayonnaise	No	3	3 defense, 4 attack, -1 speed		Eonic Tribute					1	
Luau Skirt	A skirt destined to make you the 'luau' the party!	No	N/A	No	3	5% dodge chance		One With Nature					1	
Grass Skirt	A skirt made of dried grass.	No	Hay	No	2	Sapping(5)		Squawk Proud					1	
Genie Pants	Pants that balloon out near the bottom. Your wish has been answered!	Yes	Ancient Fruit, Starfruit	No	3	1 Luck		Salem's Fallout					1	
Baggy Pants	A loose pair of pants.	Yes	Slime Egg (any color)	No	3	2 combat, 1.2x combat xp		Ruler of Infinity					1	
Simple Dress	A soft, smooth, medium length dress.	Yes	Honey (any)	No	2	1 attack, 1.1x crit chance							1	
Relaxed Fit Pants	These pants have a little more room for the legs.	Yes	Apple, Apricot, Banana, Cherry, Mango, Pomegranate	No	2	2 defense, 1 attack		Running River					1	
Relaxed Fit Shorts	These shorts have a little more room for the legs.	Yes	Orange, Peach	No	2	2 attack, 1 defense							1	
Prismatic Pants	Pants that shimmer with prismatic energy.	No	Prismatic Shard	No	3	30 health, 3 rainbow glow		Prismatic					1	
Prismatic Genie Pants	Pants that shimmer with prismatic energy.	No	Prismatic Shard	No	3	30 energy, 3 rainbow glow		Truly Magic					1	
Tight Fit Pants	A very tight pair of pants	Yes	N/A	No	4	1 speed, 1 attack, 1 defense, 1.1x attack		Street Smarts					1	
Trimmed Lucky Purple Shorts	Ayo	No	Mayors shorts	No	3	1.17 Popularity, Lewis Disapproves		Clown Around					1	
														
Name	Effect						17							
Sneakers	1.4x weapon speed												1	
Rubber Boots	Slime charmer ring												1	
Leather Boots	1 still stamina regen												1	
Worker Boots	2 magnetism												1	
Combat Boots	Parry boost												1	
Tundra Boots	1 mining												1	
Thermal Boots	1.15x mining xp												1	
Firewalker boots	35 max energy												1	
Space boots	10% crit chance												1	
Cowboy Boots	1 farming, 1.15x farming xp												1	
Cinderclown shoes	1 luck, 5 magnetism												1	
Leprechaun Shoes	2 luck												1	
Dark Boots	1.35x attack boost												1	
DaragonScale Boots	5% crit chance, 20% crit damage												1	
Prismatic Genie Pants	40 max energy, 3 rainbow glow												1	
Mermaid Boots	2 fishing, 2 immunity												1	
Crystal Shoes	1 speed, 30 weapon speed												1	
Emily's Magic Boots	1.2 Popularity												1	
Genie Shoes	80% Knockback												1	
								17						
														
													252	
Effect List		Dependent (changing) factor		LessImpactfulClothes?	Value	Info			New?				360	
Speed		x amount		45% less added	0.3	Adds 0.75 in game speed per 1 x			Changes				0.7	
Attack		x amount		45% less added	2				No					
Attack Mult		x %		45% less added	10				Yes					
Crit Chance Mult		x % 		45% less added	20				Yes					
Crit Damage Mult		x % 		45% less added	30				Yes					
Defense		x amount		45% less added	1				No					
Immunity		x amount		45% less added	4				No					
Weapon Knockback		x % amount		45% less added	50				Yes					
Skill Level Increase		x amount		45% less added	2				No					
Depth Scaling Stats				45% less added	50	Gain 1 attack every 25 floors and 1 speed every 50			Yes					
Weapon Speed		x % amount		45% less added	30				Yes					
Magnetism		x amount		45% less added	3				Yes					
Fishing bar boost				45 % smaller bonus bar	3 Attack	Fishing bar size scales with # of fish caught			No					
Autorevive				Once per two days	10 Attack	Revive yourself once per day			Changes					
Autowater				No change (Lower speed and farming already nerfs this)	5 Attack	Water crops you walk over, costs 1-0.444 at lvl 10 farming energy per crop			Yes					
Construction discount		x decimal amount		45% lower discount	0.03	Gain a x*100% discount for buildings			No					
Dodge chance		x % chance		45% lower chance	20	Gain x% chance to dodge incoming damage			Yes					
Max health 		x amount		45% less bonus health	20	Increase max health by x			Changes					
Max stamina		x amount		45% less bonus stamina	30	Increase max stamina by x			Changes					
Fishing treasure chance				50% less bonus chest rate	2 Attack	Increase chance of getting fishing chest			Changes					
Popularity		x % amount		45% less bonus friendship	3 Attack	Usually 1.17, multiples friendship gained by 1+x/100.			Changes					
Fishing treasure kept				No change	3 Attack	Keep treasures found from fish you cant catch			No					
Lewis dissaproves				No change	0 Attack				No					
Skill experience Mult		x Decimal amount		45% less bonus xp	1.2	Get an extra x*100% xp for a given skill			No					
Parry boost				No change	2 Attack	Makes sword ability cooldown basically 0			Yes					
Pet animal on touch				No change		Pets animals in a 3 by 3 radius around you			Changes					
Slingshot power		x attack		45% less attack	10	Gain x attack while using slingshot			Yes					
Shop discount		decimal discount	Includes clint, willy, pierre, robin, construction, dwarf, krobus, marnie, jojamarket, adventure guild	45% lower discount	Depends, 0.1	Gain a x*100% discount for a given shop			No					
Rings		x ring	Includes yoba ring, sturdy ring, burglars ring, thorns ring, slime charmer ring	No change	Depends on ring				Yes					
Health regen (normal and still)		seconds to be still: 0 seconds for always, regen interval, x amount		45% less regen	1 - 1 - 2	Get x health every y seconds while standing still if z > 0			Changes					
Stamina regen (normal and still)		seconds to be still: 0 seconds for always, regen interval, x amount		45% less regen	1 - 1 - 4	Get x energy every y seconds while standing still if z > 0			Changes					
Vampirism		x health		45% less healed	3	Get x health on monster kill			Yes					
Soul sapping		x energy		45% less energized	8	Get x energy on monster kill			Yes					
Spikey		x base damage		45% less total damage	2	Upon being hit, damage enemies directly nearby with x + 1.3x (damage received + defense)			Yes					
Bombey		x damage		No change (Lowered attack already nerfs this)	5	After killing an enemy, create an explosion which size scales with your attack stat, dealing x damage			Yes					
Bait production		x steps		45% more steps	14	Generates bait every x steps, with every 10th bait being deluxe			Yes					
Fish pond commitment			 	45% less valuable aged roe	6 Attack	Converts roe into (1-2 based on fishing level)x sell price iridium quality aged roe on pickup			Yes					
Sapping		x % chance		45% lower change	5	Breaking trees and large stumps has an x chance to give the player a random tapped sap (Increased chance with sapper profession)			Yes					
Ores from rocks				every 7 rocks instead	6 Attack	Every 5 rocks broken gives the player an ore dependent on depth			Yes					
Professional Forager				45% less money	5 Attack	Sells foragables picked up for 2-4x sell price scaling with foraging level (not truffles)			Yes					
Recyler				45% less money	5 Attack	Recycles trash for money (scaling with fishing level) and deluxe bait			Yes					
Mercenary				45% less money	5 Attack	Sells monster loot picked up for 2.5x sell price scaling with combat level			Yes					
Loving Rancher				45% lower chance of gifts	6 Attack	Tending to animals (Ducks, Sheep, Goats, Chickens, Cows, Rabbits, Void chicks, dinos, Ostriches) causes them to give special presents from time to time (Look at table below) Also guarentees iridium quality animal produce if you meet the iridium quality criteria and hand collect the produce.			Yes					
Crafter				45% less discount		Gain robin discount scaling with items crafted (max 80%, though I think 67% is limit)			Yes					
BeeKeeper				15% lower chance of gifts	4 Attack	Bees sometimes pollinate the surrounding flora, when collecting honey you can get seeds or flowers (Depends on honey type, Some scaling with foraging and farming)			Yes					
Glowing		x radius		No change		Glows a unique color with radius x.			Changes					
On Npc Talk		x npc, y amount, z type		45% less (amount)		Once per day, talking to npc x gives y z (Friendship, stamina, health, or money)			Yes					
Nauseous				No change		Makes you unable to eat (Means other sources of nauseous dont do anything)			Yes					
Darkness				No change		Makes the world dark (Means other sources of darkness dont do anything)			Yes					
Mystery Boost				45% less bonus chance		Increased Chance of Getting Mystery Boxes (50% by default)			Yes					
Debuff Immunity				No change		Makes you immune to debuffs			Yes					
Oil of Garlic Effect				No change		Makes monsters not spawn			Yes					
Slimed				No change		Reduces speed (Means other sources of slimed dont do anything)			Yes		Example of ItemPickup:			
Monster Musk				No change		Makes more monsters spawn			Yes		{			
Tipsy				No change		Reduces speed and makes your inputs scrambled sometimes (Means other sources of tipsy dont do anything)			Yes		"Itemproduce": {			
Burnt				No change		Reduces attack, speed, and defense (Means other sources of burnt dont do anything)			Yes		"Steps": 10,			
Farm Events Chance		x event, y chance		45% Lowered chance		Gives an additional chance for or against a certain farm event occuring (Fairy, Witch, UFO, Meteorite, Owl)			Yes		"displayName": "bombs",			
Trinket Effects		x trinket		No change		Applies a given trinket effect			Yes		"qId": "(O)441"			
Fear				No change		Reduces attack (Means other sources of fear dont do anything)			Yes		}			
Item Pickup		x steps, y display name, z item				Pickup item z every x steps			Yes		},			
Conditions:				Conditions do not change										
Weather						Condition of an effect during a certain weather			Yes					
Location						Condition of an effect while in a certain location			Changes					
Season						Condition of an effect during a certain season			Changes					
Health   						Condition of an effect while at a certain health			Yes					
Time						Condition of an effect between two times			Yes					
Item Held						Condition of an effect while holding a given item			Yes					
MeleePower						Condition of an effect while holding a type of melee weapon			Yes					
									45					
									12					
Set Bonus Info	To Get the bonus for a set you first need one item from the set in every clothing type that has an item with the set (Eg: You need only the shirt and hat for jolly, but you need shirt hat and pants for prairie friend								10					
Set bonuses are custom!!! You can absolutely add your own set bonuses using the same three json files as those used to add regular effects. They also allow for you to chose the icon to represent the set bonus.									67					
Name:	Hat	Shirt 	Pants	Effect				Notes						
Diggy Diggy	Wearable Dwarf Helm	Jewelry Shirt	N/A	Ores from rocks, 4 mining, 3 defense									1	
Eonic Tribute	Dinosaur Hat	Shirt (1144)	Dinosaur Pants	3 speed, 2.2x attack multiplier									1	
Ruler of Infinity	Infinity Crown	Iridium Breastplate	Baggy Pants	Mercenery (When underground using any infinity Weapon: 4 speed)									1	
Miderian Finale	Golden Mask	Relic Shirt	N/A	10 attack, - 40 health, (Underground: 5 speed) 									1	
Spook	Skeleton Mask	Skeleton OR Skull shirt	N/A	1 speed, (1 depth scaling stats OR mercenery - whichever the shirt dosnt have), (Fall: popularity)									1	
Truly Magic	Emily's Magic Turban	Emily's Magic Hat	Prismatic Genie Pants	2 speed, 2 luck, Magic Hair Dye									1	
Eclipse	Star Helmet	Goodnight shirt	N/A	10 yellow glow, 3 speed, debuff immunity									1	
Hidden Treasure	Garbage Hat	Trash Can Shirt	N/A	Recyler, Recyler, FishingChest+									1	
Street Smarts	Dark Ballcap	Navy Tuxedo	Tight Pants	2 speed, 15 vampirism, 15 soul sapping									1	
Decorated Past	Gil's Hat	Red Tuxedo	N/A	2 speed, 12 defense									1	
Vigil Ascension	LaurelWreathCrown	Regal Mantle	N/A	3 speed, 3 luck, (On Pierre talk: 1000g)									1	
No Will To Break	Dark Velvet Bow	Darkness Suit	N/A	Autorevive, 2 speed, 2 depth scaling									1	
Jolly	Santa Hat	Holiday Shirt	N/A	(Winter: 1 speed, 1.34 popularity)									1	
Running River	Fishing Hat	Fishing Vest	Relaxed Fit Pants	3 speed, 3 fishing									1	
Siren	Tricorn Hat	Shirt O' The Sea	N/A	(On Elliott talk: 40 friendship) (Ocean: 4 fishing, 1.5x fishing)									1	
Michelin Star	Chef hat	Chef coat	N/A	1 speed, 5 defense, 1.34 popularity, (While using penny's fryer: 25 attack)									1	
Season of Luck	Leprechaun Hat	Green Belted Shirt	N/A	(Spring: 3 luck, 1.17 popularity)									1	
Prairie Friend	Cowboy Hat	Cowboy Poncho	Farmer Pants	Loving Rancher, 3 farming									1	
Salem's Fallout	Arcane Hat	Arcane Shirt	Genie Pants	Magic Quiver, Ice Rod, 2 speed, 20 magnetism									1	
Why Go Alone?	Gnomes hat	Green Tunic OR Lime Green Tunic	Pleated Skirt	Frog, Fairy, Parrot, 1 speed									1	
Clown Around	Jester Hat	Jester Shirt	Trimmed Lucky Purple Shorts	1.17 Popularity, Lewis kills you on talk									1	
Wild	Tiger Hat	Slime Shirt	N/A	1 speed, fish pond commitment, ores from rocks									1	
One WIth Nature	Living Hat	Leafy Shirt	Luau Skirt	Professional Forager, 2 speed, Beekeeper, 10 sapping									1	
Prismatic	Magic Cowboy Hat	Prismatic Shirt (DarkSleeve)	Prismatic Pants	Burglar ring, protective ring, still stamina regen and still health regen										
Top Top Hat	Mystery Hat	Mystery Shirt	N/A	35% bookseller discount, Mystery Boost										
Slayyyy	Cowgal Hat	Hot Pink Shirt	N/A	4 speed, 1.5x popularity and Tipsy Effect										
Squawk Proud	Chicken Mask	Fluffy Shirt	Grass Skirt	Loving rancher, 3 farming, (On Shane talk: 70 friendship)									1	
													24	
														
														
														
														
														
														
														
														
														
Loving Rancher Loot Table														
Animal	Items	Items within the same |(item),(item),| usually have the same chance, except for chicken ostrich egg												
Cow	Large Milk,| Cheese, Cheese Cauliflower,| Ancient Fruit, Starfruit,| Golden Animal Cracker, Sweet Gem Berry,| Diamond, Prismatic Shard													
Goat	Large Goat Milk,| Goat Cheese,| Hay, Grass Starter,| Blue Grass Starter, Golden Animal Cracker,| Diamond, Prismatic Shard													
Sheep	Wool,| Cloth,| Cloth,| Blue Grass Starter, Golden Animal Cracker,| Diamond, Prismatic Shard													
Chickens	Large W Egg,| Fried Egg, Large B Egg,| Void Egg, Omelet,| Mayo,| Ostrich Egg, Prismatic Shard													
Void Chicken	Void Egg,| Void Mayo, Void Essence,| Void Mayo, Void Salmon,| Void Mayo, Fire Opal,| Iridium Bar, Prismatic Shard													
Duck	Duck Egg,| Duck feather,| Duck Mayo,| Golden Pumpkin, Stardrop Tea,| Ostrich Egg, prismatic Shard													
Dinosaur	Dino Mayo,| Dino Mayo,| Dino Mayo,| Dino Mayo,| Dino Mayo, Prismatic Shard													
Rabbit	Wool,| Wool,| Cloth,| Rabbits Foot,| Diamond, Prismatic Shard													
Ostrich	Ostrich Egg,| Mayo, Stardrop Tea,| Mayo, prismatic Shard,| Golden Animal Cracker,| Golden Animal Cracker, Stardrop Tea													
The chances are in decreasing order, where you get one item in each tier depending on chance, this chance increases 														
with farming level, rancher profession, and depending on animal either coopmaster or shepherd profession as well (both for ostriches)														
Chances in the same tier between animals do not neccesarily have the same %, for example dinos have higher chances than chickens														
